DateTime,Alcohol,Fat,Carbs,Protein,Fasting
01/01/2020 00:00,0.0,228.60366687550473,1129.4423296400998,483.4903657761279,
02/01/2020 00:00,0.0,459.1390799128755,1740.369155335909,599.5279252066722,
03/01/2020 00:00,0.0,529.0077173154306,1532.4803809101584,675.22423780649,
04/01/2020 00:00,0.0,669.3739559805213,1882.3334173850599,552.4154161252566,
05/01/2020 00:00,0.0,669.0607522618029,1458.1514278180584,642.7256353879247,
06/01/2020 00:00,0.0,607.0197880838908,1718.2472319415758,674.7023198589244,
07/01/2020 00:00,0.0,715.7581474415342,1858.0899109587722,643.8028861904902,
08/01/2020 00:00,0.0,491.45727933410853,1352.086811931022,567.3929434088552,
09/01/2020 00:00,0.0,712.3817257686894,1538.199668346559,755.6506773722407,
10/01/2020 00:00,0.0,694.0901841533853,1805.5973307194004,666.2122892369505,
11/01/2020 00:00,980.0,680.9698889331179,1808.3040185915845,745.8691270657044,
12/01/2020 00:00,0.0,605.4245418034365,1569.1307919301169,644.3978249891733,
13/01/2020 00:00,0.0,877.1504163522204,1467.7592031381653,607.1992810985541,
14/01/2020 00:00,0.0,696.5814179461336,1772.0684480195373,676.1508552153095,
15/01/2020 00:00,0.0,499.2746584607695,1813.038838464689,647.0527724203068,
16/01/2020 00:00,0.0,663.5212392243578,1390.360597267769,589.3343125205186,
17/01/2020 00:00,0.0,731.5852559050195,1383.2955431860516,748.1870555272498,
18/01/2020 00:00,0.0,550.6053391452182,1640.546202757048,622.6637866263602,
19/01/2020 00:00,0.0,777.0517533356983,1713.2849140172007,549.584016912266,
20/01/2020 00:00,0.0,681.5745502716615,1546.1675646585902,739.68996323744,
21/01/2020 00:00,0.0,313.76542441517813,1722.2728875968228,629.7421190512426,
22/01/2020 00:00,0.0,670.45571694062,1472.1754107692711,623.5305664430625,
23/01/2020 00:00,0.0,575.1860641542835,1219.3551521667277,554.0767447782016,
24/01/2020 00:00,0.0,702.5192749631343,1523.6978069801328,764.4564891958195,
25/01/2020 00:00,0.0,757.4690034339949,1611.3817863723582,582.6311647674188,
26/01/2020 00:00,0.0,656.3468763641455,1550.3488072186378,663.506968842339,
27/01/2020 00:00,0.0,854.8090515825338,1391.4514125412927,714.7572193524264,
28/01/2020 00:00,0.0,605.8745705839282,1273.1831843418129,685.3030159801858,
29/01/2020 00:00,0.0,714.3504061122732,1507.4640152137783,656.4207412804685,
30/01/2020 00:00,0.0,738.6672474410418,1761.5780388969538,557.900048502755,
31/01/2020 00:00,0.0,616.8582941994811,1826.1155390944627,611.4165098539629,
01/02/2020 00:00,161.0,735.1345315770006,1813.7884091449218,671.2680202825513,
02/02/2020 00:00,0.0,549.7191467331072,1453.1362836732606,612.7695558007803,
03/02/2020 00:00,322.0,572.9532634321355,1392.3328617465345,672.2015675999261,
04/02/2020 00:00,0.0,452.8140268045978,1689.394230696381,700.9046045289085,
05/02/2020 00:00,0.0,662.5902307099564,1714.3180020876266,717.7501731480061,
06/02/2020 00:00,0.0,673.9089762403364,1672.0305289360895,586.429238531239,
07/02/2020 00:00,322.0,789.200526408196,1237.4686106372026,791.7987632987372,
08/02/2020 00:00,0.0,736.8039005880443,1443.960774720976,706.0487606732478,
09/02/2020 00:00,0.0,591.5525998525965,1594.656017748524,659.8971507798561,
10/02/2020 00:00,0.0,470.94574220987266,1687.6992750334769,725.3721949845984,
11/02/2020 00:00,0.0,688.4348043401965,1738.1153252684476,801.9244663199984,
12/02/2020 00:00,0.0,779.9516782759767,1625.9656340107672,573.6767939365878,
13/02/2020 00:00,0.0,731.9499714635324,1659.5410851768825,646.4842414505188,
14/02/2020 00:00,0.0,776.4044658557339,1615.2757825049987,517.2941004076004,
15/02/2020 00:00,0.0,601.3949132882373,1723.4114873593269,671.5590919588815,
16/02/2020 00:00,0.0,567.0064392962879,1656.315817268364,681.9236545155085,
17/02/2020 00:00,0.0,530.5183174487072,1611.8327788085116,657.6502730734344,
18/02/2020 00:00,0.0,622.4539770071646,1551.6936161552715,620.7279857401014,
19/02/2020 00:00,0.0,619.3902425442093,1614.6324565076466,537.0291290287005,
20/02/2020 00:00,0.0,657.9014798527807,1687.2264481910695,682.4120210047062,
21/02/2020 00:00,0.0,612.5448433002065,1648.145570001651,747.3260690349196,
22/02/2020 00:00,0.0,611.9602564868859,1668.5487553021458,624.5388926559941,
23/02/2020 00:00,0.0,525.1463028487606,1841.6899350432134,686.4035957413887,
24/02/2020 00:00,0.0,757.1185668294513,1647.7295060943857,565.9113411947969,
25/02/2020 00:00,0.0,640.329938402901,1003.1802663148317,547.4327838215509,
26/02/2020 00:00,0.0,606.4500688714869,1279.0492214789504,496.3970621353206,
27/02/2020 00:00,0.0,529.0970508113573,874.0842992195949,474.25492296382515,
28/02/2020 00:00,322.0,450.1917300972034,925.3455914669283,474.37818152703215,
29/02/2020 00:00,322.0,806.5751659941614,1180.4525076496125,496.3833050780194,
01/03/2020 00:00,0.0,704.876225597794,1212.9514002015842,542.9459989415521,
02/03/2020 00:00,0.0,410.7710912530544,895.8907797692809,441.2702079282689,
03/03/2020 00:00,0.0,733.0242105958038,1051.092853422385,496.1730801059288,
04/03/2020 00:00,322.0,754.5349579814698,1010.9049102004615,517.5116933200511,
05/03/2020 00:00,0.0,646.7907765106254,1032.3982618813127,454.0576465280884,
06/03/2020 00:00,0.0,845.7449709264874,1289.8475997291303,627.799912100501,
07/03/2020 00:00,0.0,659.2571516865893,1247.1709834385056,468.7902711963195,
08/03/2020 00:00,0.0,438.72882372685933,1116.5580076263327,479.83378518199055,
09/03/2020 00:00,0.0,679.2978151415233,1021.726853119313,461.3015230106501,
10/03/2020 00:00,0.0,663.0611357312185,877.0630593603747,627.9088052282871,
11/03/2020 00:00,0.0,548.554925414949,1375.6332889807509,553.1743137159689,
12/03/2020 00:00,0.0,707.4304429784524,1226.5805020512853,463.8044796253815,
